start,end,start [s],end [s],dur [s],speaker
135,18879,0.008,1.18,1.171,SPEAKER_01
29473,43599,1.842,2.725,0.883,SPEAKER_01
47130,61528,2.946,3.846,0.9,SPEAKER_01
66960,80271,4.185,5.017,0.832,SPEAKER_01
84074,100645,5.255,6.29,1.036,SPEAKER_01
108522,124006,6.783,7.75,0.968,SPEAKER_01
136774,153344,8.548,9.584,1.036,SPEAKER_01
175076,189202,10.942,11.825,0.883,SPEAKER_01
199252,212835,12.453,13.302,0.849,SPEAKER_01
218268,231035,13.642,14.44,0.798,SPEAKER_01
269609,284006,16.851,17.75,0.9,SPEAKER_01
358709,369847,22.419,23.115,0.696,SPEAKER_01
390764,402988,24.423,25.187,0.764,SPEAKER_01
411409,422818,25.713,26.426,0.713,SPEAKER_01
440747,467368,27.547,29.211,1.664,SPEAKER_01
495891,508387,30.993,31.774,0.781,SPEAKER_01
532563,548047,33.285,34.253,0.968,SPEAKER_01
596400,607538,37.275,37.971,0.696,SPEAKER_01
629269,642308,39.329,40.144,0.815,SPEAKER_01
685772,702614,42.861,43.913,1.053,SPEAKER_01
818879,839524,51.18,52.47,1.29,SPEAKER_00
879185,929439,54.949,58.09,3.141,SPEAKER_01
959864,966383,59.992,60.399,0.407,SPEAKER_01
