,diarization error rate,total,correct,correct,false alarm,false alarm,missed detection,missed detection,confusion,confusion
,%,,,%,,%,,%,,%
item,,,,,,,,,,
REDLAT_SL00339_Fugu.txt,22.363552213781297,92.70258499999997,71.987997,77.6547892380779,0.017003000000000767,0.018341451859191168,20.714587999999978,22.3452107619221,0.0,0.0
REDLAT_SL00294_Fugu.txt,11.583411161682807,105.10201900000003,94.33131000000002,89.7521388242789,1.403689999999981,1.3355499859617166,10.770709000000007,10.24786117572109,0.0,0.0
REDLAT_SL00367_Fugu.txt,31.038342528012635,52.994054000000006,38.308289000000016,72.28790045011468,1.7627109999999884,3.326242978127297,14.091764999999992,26.591219082805008,0.5940000000000012,1.1208804670803278
REDLAT_SL00296_Fugu.txt,7.361970243806132,85.497561,80.62012800000001,94.29523726413669,1.4168720000000021,1.6572075079428314,4.877432999999995,5.704762735863301,0.0,0.0
REDLAT_SL00362_Fugu.txt,47.46619191099589,8.437181999999996,5.426884999999999,64.32106122636682,0.9945120000000016,11.787253137362711,0.432694000000005,5.128418469579122,2.5776029999999936,30.55052030405406
REDLAT_SL00442_Fugu.txt,5.2085163325742965,172.83200100000002,164.11450900000003,94.95608917934128,0.28449099999999994,0.16460551191558553,8.717491999999973,5.043910820658712,0.0,0.0
REDLAT_SL00281_Fugu.txt,19.165665477293047,52.432638000000004,43.052786999999974,82.11066359087248,0.6692130000000033,1.2763290681655255,9.379851000000032,17.88933640912752,0.0,0.0
REDLAT_SL00288_Fugu.txt,33.08144827717827,77.335804,51.752000000000024,66.91855172282172,0.0,0.0,23.749803999999965,30.709972317608504,1.8340000000000014,2.3714759595697763
REDLAT_SL00297_Fugu.txt,23.566231558732774,37.85911199999999,32.60157300000001,86.11288347175184,3.6644270000000043,9.679115030484619,5.25753899999998,13.887116528248157,0.0,0.0
REDLAT_SL00356_Fugu.txt,43.136151007202486,17.309479,9.847999999999997,56.89368235751057,0.0051640000000006125,0.029833364713060473,4.2066430000000015,24.302539666271883,3.254836000000001,18.803777976217546
REDLAT_SL00369_Fugu.txt,67.81051868489702,11.275496999999998,5.607648,49.733045026751384,1.9781240000000029,17.543563711648392,2.2876209999999997,20.288427197488502,3.380227999999999,29.978527775760124
REDLAT_SL00289_Fugu.txt,64.97269233052599,20.448834000000005,9.910966000000005,48.46714487486183,2.7482899999999955,13.439837205387823,3.9091239999999976,19.116610756388344,6.628744000000001,32.41624436874983
REDLAT_SL00279_Fugu.txt,23.678233324985133,31.851290999999996,24.83237100000001,77.96346779161954,0.5229029999999995,1.6417011166046598,5.7701939999999885,18.116044338673714,1.2487260000000013,3.9204878697067618
REDLAT_SL00425_Fugu.txt,7.071767419435981,156.90473599999999,148.21039899999994,94.45884348576958,2.401600999999987,1.5306109052055554,8.69433700000005,5.541156514230425,0.0,0.0
REDLAT_SL00344_Fugu.txt,78.09998363042673,23.213800000000006,5.199412999999998,22.397940018437296,0.115587,0.4979236488640376,8.134387,35.04116947677674,9.880000000000008,42.56089050478597
REDLAT_SL00371_Fugu.txt,11.356408787946702,22.688986,22.347166,98.49345404858552,2.2348339999999958,9.849862836532209,0.3418200000000009,1.5065459514144919,0.0,0.0
REDLAT_SL00404_Fugu.txt,7.188863285685796,171.07451499999996,166.12810099999996,97.10862018226385,7.35189900000003,4.297483467949642,4.946414000000009,2.8913798177361545,0.0,0.0
REDLAT_SL00368_Fugu.txt,18.614442436603092,102.80083900000001,86.06001799999999,83.71528757659262,2.3949819999999917,2.329730013195701,16.74082100000003,16.284712423407388,0.0,0.0
TOTAL,17.08998652599261,1242.7609329999998,1060.33956,85.32128198143158,29.96630299999999,2.4112685074241864,153.02323600000003,12.31316755593572,29.398137000000006,2.3655504626327044
