start,end,start [s],end [s],dur [s],speaker
135,30288,0.008,1.893,1.885,SPEAKER_01
66417,77283,4.151,4.83,0.679,SPEAKER_01
77826,80000,4.864,5.0,0.136,SPEAKER_01
163667,202784,10.229,12.674,2.445,SPEAKER_00
206587,228862,12.912,14.304,1.392,SPEAKER_01
284006,284550,17.75,17.784,0.034,SPEAKER_01
286451,292427,17.903,18.277,0.374,SPEAKER_01
312529,314159,19.533,19.635,0.102,SPEAKER_01
330730,355721,20.671,22.233,1.562,SPEAKER_01
371477,418471,23.217,26.154,2.937,SPEAKER_01
435042,487198,27.19,30.45,3.26,SPEAKER_00
492631,520339,30.789,32.521,1.732,SPEAKER_01
575483,653718,35.968,40.857,4.89,SPEAKER_01
655891,699898,40.993,43.744,2.75,SPEAKER_01
712665,726519,44.542,45.407,0.866,SPEAKER_01
729507,740645,45.594,46.29,0.696,SPEAKER_01
749609,781935,46.851,48.871,2.02,SPEAKER_01
