start,end,start [s],end [s],dur [s],speaker
14261,60169,0.891,3.761,2.869,SPEAKER_03
62614,119660,3.913,7.479,3.565,SPEAKER_03
152258,152801,9.516,9.55,0.034,SPEAKER_03
170730,175348,10.671,10.959,0.289,SPEAKER_03
177792,187843,11.112,11.74,0.628,SPEAKER_03
213650,232122,13.353,14.508,1.154,SPEAKER_03
237826,247606,14.864,15.475,0.611,SPEAKER_03
264176,322037,16.511,20.127,3.616,SPEAKER_03
350831,381256,21.927,23.829,1.902,SPEAKER_03
405161,424448,25.323,26.528,1.205,SPEAKER_03
412495,418471,25.781,26.154,0.374,SPEAKER_00
584448,608353,36.528,38.022,1.494,SPEAKER_00
639592,682241,39.975,42.64,2.666,SPEAKER_01
753684,765093,47.105,47.818,0.713,SPEAKER_02
789269,803123,49.329,50.195,0.866,SPEAKER_02
828115,842512,51.757,52.657,0.9,SPEAKER_02
