start,end,start [s],end [s],dur [s],speaker
22139,63972,1.384,3.998,2.615,SPEAKER_02
22954,88964,1.435,5.56,4.126,SPEAKER_03
101188,119932,6.324,7.496,1.171,SPEAKER_03
166655,175891,10.416,10.993,0.577,SPEAKER_03
216366,237555,13.523,14.847,1.324,SPEAKER_03
308455,323667,19.278,20.229,0.951,SPEAKER_02
347572,364414,21.723,22.776,1.053,SPEAKER_02
375551,384516,23.472,24.032,0.56,SPEAKER_02
401358,401629,25.085,25.102,0.017,SPEAKER_02
401629,402173,25.102,25.136,0.034,SPEAKER_00
402173,402716,25.136,25.17,0.034,SPEAKER_02
402716,403531,25.17,25.221,0.051,SPEAKER_00
422818,443191,26.426,27.699,1.273,SPEAKER_00
456774,458947,28.548,28.684,0.136,SPEAKER_00
458947,463293,28.684,28.956,0.272,SPEAKER_01
463293,465466,28.956,29.092,0.136,SPEAKER_00
465466,467096,29.092,29.194,0.102,SPEAKER_01
467096,473344,29.194,29.584,0.39,SPEAKER_00
473344,473616,29.584,29.601,0.017,SPEAKER_02
527402,549677,32.963,34.355,1.392,SPEAKER_01
573853,592054,35.866,37.003,1.138,SPEAKER_01
660237,683599,41.265,42.725,1.46,SPEAKER_03
706960,725976,44.185,45.374,1.188,SPEAKER_03
747164,765093,46.698,47.818,1.121,SPEAKER_03
786825,816162,49.177,51.01,1.834,SPEAKER_03
875653,892767,54.728,55.798,1.07,SPEAKER_03
959592,984855,59.975,61.553,1.579,SPEAKER_03
984855,988658,61.553,61.791,0.238,SPEAKER_00
