start,end,start [s],end [s],dur [s],speaker
12088,47945,0.756,2.997,2.241,SPEAKER_01
89235,143837,5.577,8.99,3.413,SPEAKER_01
166926,175348,10.433,10.959,0.526,SPEAKER_01
226689,228319,14.168,14.27,0.102,SPEAKER_00
228319,232393,14.27,14.525,0.255,SPEAKER_01
232393,235925,14.525,14.745,0.221,SPEAKER_00
235925,237555,14.745,14.847,0.102,SPEAKER_01
237555,240000,14.847,15.0,0.153,SPEAKER_00
267436,268251,16.715,16.766,0.051,SPEAKER_00
268522,270152,16.783,16.885,0.102,SPEAKER_00
275314,275585,17.207,17.224,0.017,SPEAKER_00
